"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"ROIC","Retail Opportunity Investments Corp.","14.4","1037701224","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"ROICU","Retail Opportunity Investments Corp.","15.4999","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roicu",
"ROICW","Retail Opportunity Investments Corp.","2.44","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roicw",
"SALE","RetailMeNot, Inc.","31.75","1605435352.75","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/sale",
"RVLT","Revolution Lighting Technologies, Inc.","3.28","267774519.44","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/rvlt",
"REXX","Rex Energy Corporation","17.96","963174505.2","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RFIL","RF Industries, Ltd.","9.5","74639752","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RFMD","RF Micro Devices, Inc.","5.1","1439960438.4","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rfmd",
"RGCO","RGC Resources Inc.","19.39","91282884.7","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RELL","Richardson Electronics, Ltd.","11.3","158975315.6","n/a","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RICK","Rick&#39;s Cabaret International, Inc.","10.81","102737483.3","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RIGL","Rigel Pharmaceuticals, Inc.","2.77","242182047.34","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","41.23","710129110.46","n/a","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet",
"RITT","RIT Technologies Ltd.","2.6","25384366.8","n/a","1997","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ritt",
"RIVR","River Valley Bancorp.","26.83","41025913.98","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rivr",
"RVBD","Riverbed Technology, Inc.","17.58","2846509808.22","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/rvbd",
"RVSB","Riverview Bancorp Inc","2.63","59101070.7","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb",
"RLJE","RLJ Entertainment, Inc.","5.01","68031466.35","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","8","94156744","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"ROBO","Robo-Stox Global Robotics and Automation Index ETF","25.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"ROCM","Rochester Medical Corporation","19.98","246945667.14","n/a","1990","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rocm",
"FUEL","Rocket Fuel Inc.","49.46","1607142210.42","n/a","1986","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"RCKB","Rockville Financial, Inc.","13.54","351592882.12","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/rckb",
"RMTI","Rockwell Medical, Inc.","12.81","512373880.41","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","16.63","124998530.24","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","12.58","76937518.8","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/rmcf",
"RSTI","Rofin-Sinar Technologies, Inc.","23.69","668204712.17","n/a","1996","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rsti",
"ROIQ","ROI Acquisition Corp. II","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/roiq",
"ROIQU","ROI Acquisition Corp. II","10.05","125625000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/roiqu",
"ROIQW","ROI Acquisition Corp. II","0.8113","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/roiqw",
"ROMA","Roma Financial Corporation","19.29","581916974.01","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/roma",
"ROSG","Rosetta Genomics Ltd.","2.549","25030178.243","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"ROSE","Rosetta Resources Inc.","53.63","3285781602.52","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rose",
"ROST","Ross Stores, Inc.","78.77","17068146140.41","n/a","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/rost",
"ROVI","Rovi Corporation","16.99","1736224563.31","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/rovi",
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","1.34","14690775.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rbpaa",
"RGLD","Royal Gold, Inc.","46.67","3016269499.1","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rgld",
"ROYL","Royale Energy, Inc.","2.62","38344648.44","n/a","1970","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royl",
"FUND","Royce Focus Trust, Inc.","7.57","164248780.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fund",
"RPXC","RPX Corporation","16.95","889450165.2","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rpxc",
"RRST","RRSat Global Communications Network Ltd.","7.94","137731694.34","n/a","2006","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rrst",
"RTIX","RTI Surgical, Inc.","3","169161789","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rtix",
"RBCN","Rubicon Technology, Inc.","10.25","232251459.75","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RTEC","Rudolph Technologies, Inc.","10.37","341607668.92","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtec",
"RUSHA","Rush Enterprises, Inc.","28.35","818167392","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","24.18","254883096.78","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","13.47","479550507.78","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ruth",
"RYAAY","Ryanair Holdings plc","46.2","13153140000","n/a","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","24.26","721451279.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","5.97","69392283.06","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw",
"SANWZ","S&W Seed Company","0.54","0","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanwz",
"SYBT","S.Y. Bancorp, Inc.","30.13","438860292.67","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"SYBTP","S.Y. Bancorp, Inc.","10.2302","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybtp",
"SBRA","Sabra Healthcare REIT, Inc.","25.97","983794059.71","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbra",
"SBRAP","Sabra Healthcare REIT, Inc.","24.5","140875000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbrap",
"SAEX","SAExploration Holdings, Inc.","7.41","99313740.24","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/saex",
"SAFT","Safety Insurance Group, Inc.","54.84","843921792","n/a","1993","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/saft",
"SGNT","Sagent Pharmaceuticals, Inc.","23.56","748554280.68","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgnt",
"SAIA","Saia, Inc.","31.8","776710357.2","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"SALM","Salem Communications Corporation","8.55","165552812.1","n/a","1992","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","25.8","44121121.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sal",
"SLXP","Salix Pharmaceuticals, Ltd.","84.82","5334977400.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/slxp",
"SAFM","Sanderson Farms, Inc.","65.65","1510846188.15","n/a","1987","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/safm",
"SNDK","SanDisk Corporation","69.09","15606841593.21","n/a","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/sndk",
"SASR","Sandy Spring Bancorp, Inc.","25.68","641664593.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sasr",
"SGMO","Sangamo BioSciences, Inc.","9.59","592635167.18","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","15.425","1290008097.875","n/a","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.69","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SNTS","Santarus, Inc.","31.91","2142084762.59","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snts",
"SPNS","Sapiens International Corporation N.V.","6.87","268498162.74","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SAPE","Sapient Corporation","15.59","2185580496.2","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/sape",
"SRPT","Sarepta Therapeutics, Inc.","13.158","441159845.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt",
"SBFG","SB Financial Group, Inc.","8.1","39443994.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg",
"SBAC","SBA Communications Corporation","90.75","11651201652.75","n/a","1999","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","40.24","1132235938.24","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","2.6","7776366","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","31.24","829974479.4","n/a","1993","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","29.73","948082594.53","n/a","1992","Consumer Services","Books","http://www.nasdaq.com/symbol/schl",
"SCLN","SciClone Pharmaceuticals, Inc.","4.79","260173477.14","n/a","1992","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln",
"SGMS","Scientific Games Corp","18.48","1574490363.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SQI","SciQuest, Inc.","24.93","591936872.94","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi",
"SEAC","SeaChange International, Inc.","13.58","446340568.52","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","2.21","209754479.09","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology.","47.81","15592858868.86","n/a","1988","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","1.18","14111952.76","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SHLD","Sears Holdings Corporation","61.7","6569189559.9","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld",
"SHOS","Sears Hometown and Outlet Stores, Inc.","28.58","662747936.18","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos",
"SGEN","Seattle Genetics, Inc.","39.96","4894353547.2","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen",
"SNFCA","Security National Financial Corporation","5.75","71928958","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","33.42","5701721131.26","n/a","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seic",
"SCSS","Select Comfort Corporation","20.17","1114231140","n/a","1998","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/scss",
"SLTC","Selectica, Inc.","6.3","22019823","n/a","1980","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sltc",
"SIGI","Selective Insurance Group, Inc.","26.53","1479706797.03","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sigi",
"LEDS","SemiLEDS Corporation","1.19","33035328.2","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","31.8","2164092459.6","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","29.16","313336913.76","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","29.44","59727872","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/seneb",
"SNMX","Senomyx, Inc.","4.31","175149180.91","n/a","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"SQNM","Sequenom, Inc.","2.29","264991930","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sqnm",
"SQBG","Sequential Brands Group, Inc.","5.41","135430715.64","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sqbg",
"SREV","ServiceSource International, Inc.","9.56","775277234.2","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev",
"SEV","Sevcon, Inc.","5","17371940","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SVBI","Severn Bancorp Inc","4.85","48823393.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SFXE","SFX Entertainment, Inc.","9.01","725429527.21","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/sfxe",
"SGOC","SGOCO Group, Ltd","3.79","66932749.24","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"GAME","Shanda Games Limited","4.26","1139187401.58","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/game",
"SMED","Sharps Compliance Corp","4.64","71146785.76","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SHEN","Shenandoah Telecommunications Co","26.22","629712603.78","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen",
"SHFL","SHFL Entertainment, Inc.","23.15","1310839743.05","n/a","1992","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/shfl",
"SHLO","Shiloh Industries, Inc.","18.31","311486900.26","n/a","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"SHPG","Shire plc","134.93","25300990651.82","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","25.54","523325480.04","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","9.01","76236213.89","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi",
"SHOR","ShoreTel, Inc.","7.36","444297668.16","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor",
"SFLY","Shutterfly, Inc.","49.48","1882012621","n/a","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","11.38","115071794.66","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","1.63","35998755.38","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"BSRR","Sierra Bancorp","17.71","251422830.89","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsrr",
"SWIR","Sierra Wireless, Inc.","17.97","552784460.49","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.95","348101498.55","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","3.26","172784609.64","n/a","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/siga",
"SIGM","Sigma Designs, Inc.","5.15","178024983.7","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SIAL","Sigma-Aldrich Corporation","84.31","10089016515.96","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/sial",
"SGMA","SigmaTron International, Inc.","5.28","20915304.96","n/a","1972","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","103.97","4913679487.47","n/a","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","72.86","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings, Inc.","45.08","2858768215.52","n/a","1997","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","45.02","320317885.26","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SGI","Silicon Graphics International Corp","12.19","417609554.68","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi",
"SIMG","Silicon Image, Inc.","5.3","410021806.5","n/a","1999","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/simg",
"SLAB","Silicon Laboratories, Inc.","40.01","1725294495.82","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","13.09","425557012.65","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","5.76","3603456000","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"EAGL","Silver Eagle Acquisition Corp.","9.8","540759776.2","n/a","1992","Finance","Business Services","http://www.nasdaq.com/symbol/eagl",
"EAGLU","Silver Eagle Acquisition Corp.","10.1","410312500","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/eaglu",
"EAGLW","Silver Eagle Acquisition Corp.","0.36","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/eaglw",
"SSRI","Silver Standard Resources Inc.","6.03","486949237.02","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssri",
"SAMG","Silvercrest Asset Management Group Inc.","14.3","171387687.9","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg",
"SFNC","Simmons First National Corporation","34.31","557278939.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc",
"SMPL","Simplicity Bancorp Inc.","15.5","122140914.5","n/a","1996","Finance","Savings Institutions","http://www.nasdaq.com/symbol/smpl",
"SLP","Simulations Plus, Inc.","5.26","84322502.44","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","75.91","5058570816.87","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","33.56","3350094111.2","n/a","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi",
"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc","1.19","25134432.68","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/scok",
"SINO","Sino-Global Shipping America, Ltd.","1.86","8749144.26","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","5.89","324489294.29","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Radio Inc.","3.72","22824109085.4","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri",
"SIRO","Sirona Dental Systems, Inc.","71.02","3908342882.62","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/siro",
"SKUL","Skullcandy, Inc.","5.88","163336098.24","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/skul",
"MOBI","Sky-mobi Limited","3.82","120377750","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SPU","SkyPeople Fruit Juice, Inc.","1.91","50923463.09","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/spu",
"SKBI","Skystar Bio-Pharmaceutical Company","4.94","37567712","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/skbi",
"SKYW","SkyWest, Inc.","15.83","810918154.44","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","25.56","4798592686.08","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"ISM","SLM Corporation","23.37","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism",
"JSM","SLM Corporation","19.46","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jsm",
"OSM","SLM Corporation","23.76","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/osm",
"SLM","SLM Corporation","25.68","11203261343.28","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slm",
"SLMAP","SLM Corporation","47","155100000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmap",
"SLMBP","SLM Corporation","68.8","275200000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp",
"SMT","SMART Technologies Inc.","2.34","98316878.4","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/smt",
"SPRO","SmartPros Ltd.","2.1364","10011044.3524","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/spro",
"SWHC","Smith & Wesson Holding Corporation","11.42","715492315.14","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/swhc",
"SMSI","Smith Micro Software, Inc.","1.06","39255465.48","n/a","1984","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","2.099","34341447.239","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"LNCE","Snyder&#39;s-Lance, Inc.","27.75","1939014849.75","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/lnce",
"SODA","SodaStream International Ltd.","56.14","1157113217.12","n/a","1987","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/soda",
"SOHU","Sohu.com Inc.","63.42","2428536922.98","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SLRC","Solar Capital Ltd.","22.09","977988758.62","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","18.16","209305186.56","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/suns",
"SCTY","SolarCity Corporation","52.56","4319819938.8","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/scty",
"SZYM","Solazyme, Inc.","8.75","596345286.25","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/szym",
"SLTM","Solta Medical, Inc","1.97","157172460.75","n/a","1983","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/sltm",
"SONC","Sonic Corp.","19.1","1073745884.2","n/a","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc",
"SOFO","Sonic Foundry, Inc.","10.15","40431520.15","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SONS","Sonus Networks, Inc.","2.98","815015400.98","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SPHS","Sophiris Bio, Inc.","4.5399","73318790.2731","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sphs",
"SORL","SORL Auto Parts, Inc.","4.16","80308471.36","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl",
"SRNE","Sorrento Therapeutics, Inc.","8.945","193912867.585","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne",
"SOHO","Sotherly Hotels Inc.","5.16","52667743.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho",
"SOHOL","Sotherly Hotels LP","25.25","0","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sohol",
"SFBC","Sound Financial Bancorp, Inc.","16.59","42639783.9","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc",
"SOCB","Southcoast Financial Corporation","5.76","40792677.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/socb",
"SFST","Southern First Bancshares, Inc.","13.98","60305987.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","30.982","102108616.68","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","9.84","114047686.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","27.49","492071027.49","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi",
"OKSB","Southwest Bancorp, Inc.","15.63","307965048.54","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/oksb",
"SPBC","SP Bancorp, Inc.","19.5","30575025","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/spbc",
"SPAN","Span-America Medical Systems, Inc.","18.58","54855889.28","n/a","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span",
